File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,Rb,Rb Err,Sr,Sr Err,Zr,Zr Err,Nb,Nb Err,Sn,Sn Err,Cs,Cs Err,Ba,Ba Err,Ta,Ta Err,W,W Err,Tl,Tl Err,Pb,Pb Err,Li_IDX,Li_IDX Err,Multiplier,Cal Check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1/03/2006 19:12,Supervisor,MAD213,712,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1405,5.2674,0.1022,32.5904,0.2191,0.0442,0.0137,0.4246,0.0122,0.416,0.0091,1.092,0.0125,< LOD,0.0735,,,< LOD,0.0208,< LOD,0.0165,0.2074,0.0298,,,< LOD,0.0021,< LOD,0.0005,< LOD,0.0016,0.0026,0.0019,,,,,0.005,0.0006,0.0051,0.0005,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,0.0025,0.0013,,,,,< LOD,0.0039,< LOD,0.0099,,,< LOD,0.0012,< LOD,0.0033,,,,,,,,,,,< LOD,0.001,0.0051,0.0015,,,,,3,Passed,,
251,1/03/2006 19:13,Supervisor,MAD213,712.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1407,9.3592,0.1257,38.1347,0.2464,0.1085,0.0149,0.0737,0.0063,8.1585,0.034,0.2613,0.0097,,,,,,,,,,,,,,,,,< LOD,0.0016,< LOD,0.0017,,,,,0.0518,0.0015,0.003,0.0004,,,< LOD,0.0005,0.0005,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0049,0.0104,0.0091,,,< LOD,0.0011,< LOD,0.0038,,,,,,,,,,,< LOD,0.0012,0.0063,0.0015,,,,,3,Passed,,
252,1/03/2006 19:15,Supervisor,MAD213,713,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1505,8.4691,0.1211,36.9168,0.2409,0.1576,0.0175,0.0748,0.0067,7.2776,0.0324,0.3134,0.0099,< LOD,0.0624,,,< LOD,0.0157,< LOD,0.0159,0.1229,0.0232,,,< LOD,0.003,< LOD,0.0006,< LOD,0.0016,< LOD,0.0017,,,,,0.0648,0.0017,0.0015,0.0005,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0047,< LOD,0.0091,,,< LOD,0.0011,< LOD,0.0037,,,,,,,,,,,< LOD,0.0012,0.0083,0.0016,,,,,3,Passed,,
253,1/03/2006 19:16,Supervisor,MAD213,713.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1467,8.6907,0.1234,37.2462,0.2426,0.1047,0.0169,0.1785,0.009,6.6396,0.0312,0.3872,0.0104,,,,,,,,,,,,,,,,,0.0025,0.0016,0.0027,0.0018,,,,,0.0489,0.0015,0.0036,0.0005,,,< LOD,0.0005,0.0005,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0047,0.0095,0.0093,,,< LOD,0.0011,< LOD,0.0037,,,,,,,,,,,< LOD,0.0012,0.0086,0.0016,,,,,3,Passed,,
254,1/03/2006 19:18,Supervisor,MAD213,714,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1455,6.1475,0.1093,35.8165,0.2341,0.037,0.0132,0.1468,0.008,0.3839,0.0089,1.0054,0.0122,,,,,,,,,,,,,,,,,0.002,0.0016,0.003,0.0019,,,,,0.0077,0.0006,0.0046,0.0005,,,< LOD,0.0005,0.0008,0.0005,,,,,,,,,,,,,,,0.0019,0.0013,,,,,< LOD,0.0039,< LOD,0.0099,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0059,0.0015,,,,,3,Passed,,
255,1/03/2006 19:20,Supervisor,MAD213,714.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1405,7.8666,0.1165,37.7881,0.2439,0.0931,0.0143,0.1017,0.0069,6.5292,0.0307,0.2865,0.0094,,,,,,,,,,,,,,,,,< LOD,0.0015,< LOD,0.0017,,,,,0.065,0.0018,0.0034,0.0004,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,0.0053,0.0045,0.0156,0.009,,,< LOD,0.0011,< LOD,0.0037,,,,,,,,,,,< LOD,0.0012,0.0083,0.0016,,,,,3,Passed,,
256,1/03/2006 19:22,Supervisor,MAD213,715,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1482,5.4059,0.1037,36.8769,0.2396,0.0313,0.0133,0.1311,0.0078,1.0794,0.0138,0.8384,0.0116,,,,,,,,,,,,,,,,,< LOD,0.0016,< LOD,0.0017,,,,,0.0094,0.0007,0.004,0.0005,,,< LOD,0.0006,0.0007,0.0005,,,,,,,,,,,,,,,0.002,0.0013,,,,,0.0055,0.0041,< LOD,0.01,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0068,0.0016,,,,,3,Passed,,
257,1/03/2006 19:23,Supervisor,MAD213,715.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.142,5.3654,0.1036,40.3198,0.2551,0.0248,0.0126,0.0871,0.0068,0.7477,0.0118,0.8675,0.0118,0.1241,0.0957,,,< LOD,0.0235,< LOD,0.0228,0.1721,0.0292,,,< LOD,0.0034,< LOD,0.0007,< LOD,0.0016,0.0021,0.0018,,,,,0.0102,0.0007,0.0015,0.0005,,,0.0011,0.0006,0.002,0.0006,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0043,< LOD,0.01,,,< LOD,0.0012,< LOD,0.0034,,,,,,,,,,,< LOD,0.0011,0.0066,0.0015,,,,,3,Passed,,
258,1/03/2006 19:25,Supervisor,MAD213,716,Li Index,Li Index,61,No Match,0,,0,,0,,,,,< LOD,0.1396,5.5764,0.1034,31.4588,0.2148,0.1348,0.0177,1.2813,0.0203,2.1299,0.0186,1.1508,0.0132,< LOD,0.0655,,,< LOD,0.0236,0.0223,0.0186,0.1897,0.0282,,,< LOD,0.0021,< LOD,0.0005,0.0017,0.0016,0.0018,0.0017,,,,,0.0233,0.0011,0.0045,0.0005,,,< LOD,0.0006,0.0005,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,0.0049,0.0039,< LOD,0.0094,,,< LOD,0.0012,< LOD,0.0036,,,,,,,,,,,< LOD,0.0011,0.0072,0.0016,,,,,3,Passed,,
259,1/03/2006 19:26,Supervisor,MAD213,716.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1724,0.1442,5.6397,0.1021,31.8827,0.2182,0.1149,0.0158,0.1626,0.0085,3.8819,0.0246,0.4545,0.0097,,,,,,,,,,,,,,,,,0.0034,0.0017,0.0022,0.0018,,,,,0.0531,0.0017,0.0024,0.0004,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0037,0.0091,0.0088,,,< LOD,0.0011,< LOD,0.0041,,,,,,,,,,,< LOD,0.0012,0.006,0.0015,,,,,3,Passed,,
260,1/03/2006 19:28,Supervisor,MAD213,717,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1346,6.5423,0.1113,38.6577,0.247,0.1232,0.016,0.0966,0.007,1.642,0.0166,0.8238,0.0117,,,,,,,,,,,,,,,,,0.0024,0.0017,0.0023,0.0018,,,,,0.0145,0.0008,0.0036,0.0005,,,< LOD,0.0005,0.0015,0.0005,,,,,,,,,,,,,,,0.0015,0.0013,,,,,< LOD,0.0042,< LOD,0.0099,,,< LOD,0.0011,< LOD,0.0032,,,,,,,,,,,< LOD,0.0011,0.0065,0.0015,,,,,3,Passed,,
261,1/03/2006 19:29,Supervisor,MAD213,717.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1702,0.1627,8.0256,0.1184,34.8813,0.232,0.0961,0.0154,0.1819,0.0088,6.6138,0.0311,0.413,0.0103,,,,,,,,,,,,,,,,,0.0019,0.0016,0.0028,0.0018,,,,,0.0739,0.0019,0.0039,0.0005,,,< LOD,0.0005,0.0008,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0045,0.0098,0.0091,,,< LOD,0.0012,< LOD,0.0039,,,,,,,,,,,< LOD,0.0013,0.0096,0.0017,,,,,3,Passed,,
262,1/03/2006 19:31,Supervisor,MAD213,718,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1455,9.8517,0.1283,36.4526,0.2386,0.1502,0.0165,0.0901,0.0068,8.2534,0.0341,0.2594,0.0096,,,,,,,,,,,,,,,,,0.002,0.0017,< LOD,0.0017,,,,,0.0588,0.0016,0.0037,0.0004,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,0.0015,0.0012,,,,,< LOD,0.0048,0.0123,0.0089,,,< LOD,0.0011,< LOD,0.0037,,,,,,,,,,,< LOD,0.0012,0.0057,0.0015,,,,,3,Passed,,
263,1/03/2006 19:32,Supervisor,MAD213,718.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1377,5.8763,0.1071,37.9429,0.2435,< LOD,0.0111,0.3249,0.0106,0.2231,0.0073,1.0691,0.0126,,,,,,,,,,,,,,,,,< LOD,0.0016,0.0031,0.0019,,,,,0.0014,0.0004,0.005,0.0005,,,< LOD,0.0005,0.0009,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0041,< LOD,0.0102,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0044,0.0014,,,,,3,Passed,,
264,1/03/2006 19:34,Supervisor,MAD213,719,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1352,6.6276,0.1109,33.1398,0.2219,0.1869,0.0187,0.307,0.0108,2.0715,0.0184,0.8136,0.0115,,,,,,,,,,,,,,,,,0.0024,0.0016,0.0018,0.0017,,,,,0.0287,0.0011,0.004,0.0005,,,< LOD,0.0005,0.001,0.0005,,,,,,,,,,,,,,,0.0017,0.0013,,,,,< LOD,0.004,< LOD,0.0096,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0062,0.0016,,,,,3,Passed,,
265,1/03/2006 19:35,Supervisor,MAD213,719.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.137,6.4022,0.1112,36.3038,0.2364,0.1056,0.016,0.1027,0.0073,0.6271,0.011,1.1208,0.0131,,,,,,,,,,,,,,,,,0.002,0.0017,0.0022,0.0018,,,,,0.0066,0.0006,0.0075,0.0006,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.004,< LOD,0.01,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0045,0.0015,,,,,3,Passed,,
266,1/03/2006 19:37,Supervisor,MAD213,720,Li Index,Li Index,60,No Match,0,,0,,0,,,,,0.1582,0.1304,4.861,0.0979,31.3815,0.2129,0.1786,0.0177,0.1309,0.0077,0.2506,0.0076,1.0475,0.0122,,,,,,,,,,,,,,,,,< LOD,0.0015,0.0021,0.0017,,,,,0.0022,0.0005,0.0082,0.0006,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0036,< LOD,0.0096,,,< LOD,0.0012,< LOD,0.0034,,,,,,,,,,,< LOD,0.001,0.0047,0.0015,,,,,3,Passed,,
267,1/03/2006 19:39,Supervisor,MAD213,720.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1482,8.3129,0.1203,36.5707,0.2389,0.0843,0.0145,0.0823,0.0067,6.2357,0.0302,0.4241,0.0103,< LOD,0.0803,,,< LOD,0.0244,< LOD,0.0223,0.1014,0.0233,,,< LOD,0.0039,< LOD,0.0009,< LOD,0.0015,< LOD,0.0016,,,,,0.0684,0.0018,0.0049,0.0005,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0045,0.025,0.0092,,,0.0011,0.0011,< LOD,0.004,,,,,,,,,,,< LOD,0.0012,0.0059,0.0015,,,,,3,Passed,,
268,1/03/2006 19:41,Supervisor,MAD213,721,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1405,9.556,0.1275,38.8375,0.2498,0.1789,0.0174,0.0771,0.0066,7.5803,0.0329,0.298,0.01,,,,,,,,,,,,,,,,,< LOD,0.0015,< LOD,0.0017,,,,,0.0623,0.0017,0.0056,0.0005,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0048,0.0268,0.0092,,,< LOD,0.0011,< LOD,0.0038,,,,,,,,,,,< LOD,0.0012,0.0058,0.0014,,,,,3,Passed,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Multiplier,Cal Check,,,,,,,,,,
269,1/03/2006 19:42,Supervisor,MAD213,721.5,Li Index,Li Index,1,PWA1497,0,TMS138,0,TMS138ARu,0,,,,,< LOD,1.6547,< LOD,0.3035,0.3973,0.2148,< LOD,0.1107,< LOD,0.0432,0.358,0.0478,0.0183,0.0165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Passed,,,,,,,,,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Multiplier,Cal Check,,
270,1/03/2006 19:46,Supervisor,MAD213,722,Li Index,Li Index,63,No Match,0,,0,,0,,,,,< LOD,0.1472,7.4674,0.116,37.5141,0.2433,0.0443,0.0136,0.1116,0.0075,5.0434,0.0276,0.3396,0.0095,0.0348,0.0258,,,< LOD,0.0075,< LOD,0.0068,0.1331,0.0134,,,< LOD,0.0017,< LOD,0.0003,0.0016,0.0016,0.0021,0.0017,,,,,0.0466,0.0015,0.0033,0.0005,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,0.0046,0.0045,0.0224,0.0095,,,< LOD,0.0011,< LOD,0.0034,,,,,,,,,,,< LOD,0.0011,0.0071,0.0015,,,,,3,Passed,,
271,1/03/2006 19:48,Supervisor,MAD213,722.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1453,7.0499,0.1143,35.0572,0.2316,0.0557,0.0141,0.1049,0.0073,2.7546,0.021,0.6845,0.011,,,,,,,,,,,,,,,,,< LOD,0.0016,0.003,0.0019,,,,,0.0232,0.0011,0.0043,0.0005,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,0.0013,0.0013,,,,,< LOD,0.0042,< LOD,0.0096,,,< LOD,0.0012,< LOD,0.0036,,,,,,,,,,,< LOD,0.0011,0.0193,0.0021,,,,,3,Passed,,
272,1/03/2006 19:50,Supervisor,MAD213,723,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1293,6.0045,0.1081,42.014,0.2634,0.0288,0.0116,0.0646,0.0059,0.545,0.0102,0.8632,0.0116,,,,,,,,,,,,,,,,,< LOD,0.0016,0.0031,0.0018,,,,,0.0047,0.0005,0.0029,0.0004,,,< LOD,0.0006,< LOD,0.0005,,,,,,,,,,,,,,,0.0014,0.0012,,,,,< LOD,0.0042,< LOD,0.0099,,,< LOD,0.0011,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0042,0.0013,,,,,3,Passed,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Li_IDX,Li_IDX Err,Multiplier,Cal Check
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Multiplier,Cal Check,,
278,1/03/2006 20:07,Supervisor,MAD213,723.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1422,6.4567,0.1087,40.444,0.2564,0.1243,0.016,0.0813,0.0067,4.982,0.0273,0.3384,0.0095,,,,,,,,,,,,,,,,,< LOD,0.0015,0.0022,0.0017,,,,,0.04,0.0014,0.003,0.0004,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0046,< LOD,0.0095,,,< LOD,0.0011,< LOD,0.0036,,,,,,,,,,,< LOD,0.0012,0.0047,0.0014,,,,,3,Passed,,
279,1/03/2006 20:05,Supervisor,MAD213,724,Li Index,Li Index,64,No Match,0,,0,,0,,,,,< LOD,0.1441,5.3432,0.0989,29.6811,0.2076,< LOD,0.0126,1.6998,0.0233,4.4075,0.0258,1.0505,0.0131,< LOD,0.0143,,,< LOD,0.0044,< LOD,0.0039,0.0337,0.0059,,,< LOD,0.0045,< LOD,0.0009,0.002,0.0016,< LOD,0.0017,,,,,0.0599,0.0018,0.0031,0.0005,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,0.0044,0.0041,0.0109,0.0092,,,< LOD,0.0012,< LOD,0.0038,,,,,,,,,,,0.0014,0.0012,0.0092,0.0017,,,,,3,Passed,,
280,1/03/2006 20:10,Supervisor,MAD213,724.5,Li Index,Li Index,76,No Match,0,,0,,0,,,,,0.1348,0.1322,5.6932,0.1004,32.4253,0.2185,0.0113,0.0103,0.1163,0.0072,4.6896,0.0264,0.286,0.0085,< LOD,0.0058,,,< LOD,0.0018,< LOD,0.0017,0.0288,0.0027,,,< LOD,0.0015,< LOD,0.0004,< LOD,0.0015,0.0019,0.0017,,,,,0.059,0.0018,0.0024,0.0004,,,< LOD,0.0005,0.0004,0.0004,,,,,,,,,,,,,,,< LOD,0.0012,,,,,< LOD,0.0038,< LOD,0.0086,,,< LOD,0.0011,< LOD,0.0039,,,,,,,,,,,< LOD,0.0012,0.0094,0.0017,,,,,3,Passed,,
281,1/03/2006 20:11,Supervisor,MAD213,725,Li Index,Li Index,63,No Match,0,,0,,0,,,,,0.1989,0.1227,3.4712,0.0773,20.0086,0.1619,0.1331,0.0151,0.0863,0.0067,3.377,0.0225,0.2002,0.0068,< LOD,0.0027,,,< LOD,0.0012,< LOD,0.0011,0.0088,0.0032,,,< LOD,0.0855,0.0213,0.0152,< LOD,0.0013,< LOD,0.0016,,,,,0.0592,0.0021,0.002,0.0004,,,< LOD,0.0004,0.0004,0.0003,,,,,,,,,,,,,,,< LOD,0.0012,,,,,0.0046,0.0028,< LOD,0.0079,,,< LOD,0.0011,< LOD,0.0046,,,,,,,,,,,0.0013,0.0012,0.007,0.0016,,,,,3,Passed,,
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Li_IDX,Li_IDX Err,Multiplier,Cal Check
282,1/03/2006 20:13,Supervisor,MAD213,725.5,Li Index,Li Index,55,PWA1497,0,TMS138,0,TMS138ARu,0,,,,,0.2074,0.1093,1.9947,0.0583,12.3841,0.1238,0.0829,0.0127,0.0615,0.006,1.8946,0.0172,0.2105,0.0061,,,,,,,,,,,,,,,,,< LOD,0.0014,< LOD,0.0017,,,,,0.0665,0.0032,0.0016,0.0003,,,< LOD,0.0004,< LOD,0.0003,,,,,,,,,,,,,,,< LOD,0.0012,,,,,0.0023,0.0022,< LOD,0.0076,,,< LOD,0.0012,< LOD,0.0077,,,,,,,,,,,< LOD,0.0019,0.0039,0.0016,,,,,0.0333,0,3,Passed
File #,DateTime,Operator,Sample Name,Sample ID,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Li,Li Err,Be,Be Err,Mg,Mg Err,Al,Al Err,Si,Si Err,P,P Err,S,S Err,K,K Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Cs,Cs Err,Ba,Ba Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,U,U Err,Multiplier,Cal Check,,
284,1/03/2006 20:15,Supervisor,MAD213,726,Li Index,Li Index,63,No Match,0,,0,,0,,,,,< LOD,0.1362,6.7509,0.1137,35.5836,0.2321,0.0984,0.0165,0.0854,0.0071,0.2361,0.0075,1.047,0.0124,< LOD,0.0247,,,< LOD,0.0069,< LOD,0.0068,0.1461,0.0141,,,< LOD,0.0017,< LOD,0.0004,< LOD,0.0016,0.0021,0.0017,,,,,0.001,0.0004,0.0023,0.0005,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.004,< LOD,0.01,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.005,0.0015,,,,,3,Passed,,
285,1/03/2006 20:17,Supervisor,MAD213,726.5,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1368,7.9149,0.1211,36.109,0.2349,0.2705,0.0208,0.1063,0.0073,0.2846,0.008,1.3023,0.0137,,,,,,,,,,,,,,,,,< LOD,0.0016,0.0029,0.0018,,,,,0.0023,0.0004,0.005,0.0005,,,< LOD,0.0005,< LOD,0.0005,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0041,< LOD,0.01,,,0.0015,0.0012,< LOD,0.003,,,,,,,,,,,< LOD,0.001,0.0035,0.0014,,,,,3,Passed,,
286,1/03/2006 20:18,Supervisor,MAD213,727,Li Index,Li Index,60,No Match,0,,0,,0,,,,,< LOD,0.1393,7.9628,0.1211,34.0934,0.2255,0.2623,0.0206,0.1012,0.0072,0.2955,0.0081,1.3117,0.0137,,,,,,,,,,,,,,,,,< LOD,0.0015,0.0028,0.0018,,,,,0.0018,0.0004,0.0043,0.0005,,,< LOD,0.0005,< LOD,0.0004,,,,,,,,,,,,,,,< LOD,0.0013,,,,,< LOD,0.0037,< LOD,0.0094,,,< LOD,0.0012,< LOD,0.0032,,,,,,,,,,,< LOD,0.001,0.0044,0.0014,,,,,3,Passed,,
